player,position,team_name,player_game_count,grades_pass_block,hits_allowed,hurries_allowed,pressures_allowed,sacks_allowed,snap_counts_pass_block,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,all_pass_pbwr,true_pass_set_pbwr,year
Penei Sewell,T,DET,17,78.1,5,14,20,1,674,74.1,5,9,15,1,300,97.03,95.0,2023
Tyler Shatley,G,JAX,10,51.3,3,5,9,1,302,36.7,1,3,5,1,131,97.02,96.18,2023
Quenton Nelson,G,IND,17,80.3,3,17,21,1,686,76.1,2,11,13,0,310,96.94,95.81,2023
Frank Ragnow,C,DET,15,73.9,5,12,18,1,576,63.8,2,9,12,1,258,96.88,95.35,2023
T.J. Bass,G,DAL,11,54.9,0,5,6,1,190,44.9,0,4,5,1,66,96.84,92.42,2023
Andre James,C,LV,16,71.2,4,11,19,4,583,64.6,0,7,10,3,285,96.74,96.49,2023
Connor McGovern,G,BUF,17,74.2,4,17,23,2,695,62.5,3,17,21,1,310,96.69,93.23,2023
Kevin Zeitler,G,BLT,15,82.5,1,16,19,2,574,71.7,1,13,16,2,267,96.69,94.01,2023
Greg Van Roten,G,LV,17,77.4,3,13,21,5,626,66.9,2,8,15,5,304,96.65,95.07,2023
Tyron Smith,T,DAL,13,88.6,1,16,18,1,536,85.5,1,7,8,0,236,96.64,96.61,2023
Hjalte Froholdt,C,ARZ,17,61.1,4,16,23,3,679,56.8,2,8,12,2,301,96.61,96.01,2023
Joe Tippmann,C,NYJ,14,52.7,2,15,20,3,578,40.7,1,13,16,2,277,96.54,94.22,2023
Tristan Wirfs,T,TB,17,84.3,6,13,24,5,684,77.9,2,10,17,5,323,96.49,94.74,2023
Austin Jackson,T,MIA,16,64.7,3,14,21,4,592,52.4,1,9,13,3,161,96.45,91.93,2023
Kaleb McGary,T,ATL,14,69.5,4,9,17,4,478,69.3,3,6,12,3,180,96.44,93.33,2023
Laremy Tunsil,T,HST,14,85.4,3,12,20,5,556,78.1,2,9,13,2,261,96.4,95.02,2023
Quinn Meinerz,G,DEN,17,67.8,5,16,23,2,634,56.6,3,14,19,2,282,96.37,93.26,2023
Jon Runyan,G,GB,17,63.5,6,13,21,2,568,52.0,5,7,13,1,240,96.3,94.58,2023
Kolton Miller,T,LV,13,79.3,2,10,16,4,428,84.4,1,6,9,2,214,96.26,95.79,2023
Luke Fortner,C,JAX,17,54.9,3,21,28,4,749,39.2,3,11,18,4,335,96.26,94.63,2023
Mitch Morse,C,BUF,17,74.0,2,23,26,1,693,60.8,2,18,21,1,310,96.25,93.23,2023
Zack Martin,G,DAL,15,77.2,7,11,22,4,581,77.1,3,5,10,2,245,96.21,95.92,2023
Wyatt Teller,G,CLV,16,68.6,4,17,27,6,709,58.3,3,11,20,6,320,96.19,93.75,2023
Garrett Bradbury,C,MIN,14,56.8,5,14,22,3,578,52.4,4,10,17,3,268,96.19,93.66,2023
Tyler Biadasz,C,DAL,16,63.4,4,18,25,3,654,61.8,2,8,11,1,273,96.18,95.97,2023
Erik McCoy,C,NO,17,59.3,2,20,26,4,675,48.6,2,18,22,2,354,96.15,93.79,2023
Anton Harrison,T,JAX,17,60.7,2,20,27,5,701,48.0,2,15,22,5,305,96.15,92.79,2023
Kevin Dotson,G,LA,14,68.3,7,9,20,4,520,58.2,3,7,14,4,265,96.15,94.72,2023
Austin Schlottmann,C,MIN,6,72.3,1,5,7,1,178,66.7,1,4,5,0,80,96.07,93.75,2023
Robert Hainsey,C,TB,17,60.8,2,21,27,4,686,56.5,1,14,18,3,324,96.06,94.44,2023
Sam Cosmi,G,WAS,17,74.0,4,26,31,1,777,71.4,2,19,22,1,386,96.01,94.3,2023
Cam Robinson,T,JAX,9,78.8,2,8,13,3,325,70.1,2,5,8,1,146,96.0,94.52,2023
Phil Haynes,G,SEA,8,59.4,2,5,12,5,299,39.2,2,3,10,5,142,95.99,92.96,2023
John Simpson,G,BLT,17,61.8,5,20,26,1,644,65.1,1,14,16,1,302,95.96,94.7,2023
Chukwuma Okorafor,T,PIT,10,60.7,0,9,11,2,272,67.2,0,6,8,2,154,95.96,94.81,2023
James Hurst,G,NO,15,58.9,3,16,22,3,539,43.9,3,12,18,3,285,95.92,93.68,2023
Dylan Parham,G,LV,17,61.8,5,20,26,1,633,64.3,3,17,21,1,309,95.89,93.2,2023
Trent Williams,T,SF,15,79.8,3,15,18,0,438,74.3,2,13,15,0,192,95.89,92.19,2023
James Daniels,G,PIT,15,60.4,6,15,22,1,531,45.9,3,15,19,1,279,95.86,93.19,2023
Liam Eichenberg,C,MIA,16,44.8,3,13,20,4,479,31.2,3,9,14,2,137,95.82,89.78,2023
Elgton Jenkins,G,GB,15,81.3,6,17,23,0,544,66.6,5,12,17,0,218,95.77,92.2,2023
Josh Myers,C,GB,17,52.7,3,20,28,5,662,31.6,3,14,19,2,275,95.77,93.09,2023
Braden Smith,T,IND,10,71.0,2,12,14,0,329,70.8,2,7,9,0,155,95.74,94.19,2023
Teven Jenkins,G,CHI,12,68.6,3,11,17,3,397,63.7,2,8,13,3,187,95.72,93.05,2023
Evan Brown,C,SEA,16,59.1,3,21,27,3,630,53.6,1,15,19,3,293,95.71,93.52,2023
Will Hernandez,G,ARZ,17,70.2,6,19,29,4,671,59.3,2,14,20,4,295,95.68,93.22,2023
Max Garcia,G,NO,10,59.2,2,6,8,0,184,61.4,1,4,5,0,97,95.65,94.85,2023
Bradley Bozeman,C,CAR,17,48.9,5,19,32,8,730,40.8,5,15,26,6,420,95.62,93.81,2023
Will Fries,G,IND,17,65.4,4,22,30,4,677,56.9,4,15,22,3,306,95.57,92.81,2023
Isaac Seumalo,G,PIT,17,65.5,4,22,26,0,586,50.5,3,19,22,0,311,95.56,92.93,2023
Rob Havenstein,T,LA,14,68.4,2,19,23,2,516,62.4,2,17,20,1,253,95.54,92.09,2023
Joe Thuney,G,KC,17,83.4,6,25,33,2,740,71.6,5,22,29,2,366,95.54,92.08,2023
Cesar Ruiz,G,NO,16,58.3,2,20,27,5,603,39.2,2,17,24,5,317,95.52,92.43,2023
Michael Deiter,C,HST,12,60.4,2,15,20,3,445,46.1,1,14,16,1,212,95.51,92.45,2023
Trystan Colon,G,ARZ,11,69.2,1,6,9,2,200,54.9,1,5,8,2,97,95.5,91.75,2023
Andrew Thomas,T,NYG,10,80.2,1,12,17,4,376,76.6,0,10,14,4,214,95.48,93.46,2023
Jake Matthews,T,ATL,17,80.1,5,17,27,5,596,68.6,3,11,18,4,220,95.47,91.82,2023
Shaq Mason,G,HST,17,65.8,1,28,32,3,707,65.8,0,21,22,1,322,95.47,93.17,2023
Mike Onwenu,T,NE,15,68.0,2,18,23,3,505,56.5,2,13,17,2,234,95.45,92.74,2023
Juice Scruggs,G,HST,7,49.8,2,7,13,4,282,37.1,2,4,10,4,132,95.39,92.42,2023
David Andrews,C,NE,17,51.2,2,22,30,6,649,42.7,1,16,22,5,314,95.38,92.99,2023
Nick Gates,C,WAS,11,61.4,6,10,21,5,455,48.8,3,9,16,4,231,95.38,93.07,2023
Calvin Throckmorton,G,TEN,10,57.8,4,14,18,0,389,51.9,4,10,14,0,225,95.37,93.78,2023
Trey Smith,G,KC,17,65.7,5,27,34,2,730,52.7,5,23,30,2,364,95.34,91.76,2023
Robert Jones,G,MIA,7,47.0,1,9,12,2,257,35.5,1,5,7,1,70,95.33,90.0,2023
Steve Avila,G,LA,17,67.2,7,23,32,2,685,53.9,4,21,26,1,344,95.33,92.44,2023
Damien Lewis,G,SEA,16,63.0,1,25,29,3,610,52.6,1,20,23,2,290,95.25,92.07,2023
Christian Darrisaw,T,MIN,15,85.3,13,12,31,6,650,79.2,10,7,22,5,298,95.23,92.62,2023
Ben Powers,G,DEN,17,62.1,2,25,31,4,649,48.2,2,18,24,4,286,95.22,91.61,2023
Cody Whitehair,G,CHI,14,55.0,4,15,22,3,454,53.2,3,12,17,2,211,95.15,91.94,2023
Aaron Banks,G,SF,14,54.9,6,17,23,0,474,45.4,4,13,17,0,195,95.15,91.28,2023
Alex Cappa,G,CIN,17,58.6,7,24,35,4,716,53.4,2,20,25,3,326,95.11,92.33,2023
Trent Brown,T,NE,11,72.8,6,8,17,3,346,65.7,5,6,14,3,169,95.09,91.72,2023
Matt Feiler,G,TB,6,65.0,2,10,12,0,244,41.4,1,10,11,0,93,95.08,88.17,2023
Garett Bolles,T,DEN,17,83.8,2,27,32,3,649,77.8,1,19,22,2,286,95.07,92.31,2023
D.J. Humphries,T,ARZ,15,67.7,5,19,28,4,568,63.5,2,15,19,2,251,95.07,92.43,2023
Dion Dawkins,T,BUF,17,76.4,7,26,34,1,689,65.3,5,20,26,1,307,95.07,91.53,2023
Lucas Patrick,C,CHI,16,40.6,3,25,28,0,563,32.8,3,16,19,0,264,95.03,92.8,2023
Zion Johnson,G,LAC,15,58.8,7,22,33,4,661,53.4,5,18,27,4,335,95.01,91.94,2023
Rashawn Slater,T,LAC,17,84.7,7,28,38,3,762,80.6,5,22,29,2,384,95.01,92.45,2023
Dawand Jones,T,CLV,11,73.0,3,15,21,3,419,70.7,2,8,13,3,194,94.99,93.3,2023
Zach Tom,T,GB,17,73.9,2,29,33,2,656,62.1,1,22,25,2,269,94.97,90.71,2023
Jermaine Eluemunor,T,LV,17,64.7,6,16,28,6,552,59.4,5,12,22,5,271,94.93,91.88,2023
Coleman Shelton,C,LA,17,48.9,11,21,34,2,671,39.0,7,14,23,2,340,94.93,93.24,2023
Jake Brendel,C,SF,17,42.3,3,24,29,2,571,57.5,1,11,13,1,244,94.92,94.67,2023
Mason Cole,C,PIT,17,39.6,5,24,31,2,604,28.7,4,21,27,2,324,94.87,91.67,2023
Joel Bitonio,G,CLV,15,71.2,3,27,32,2,621,60.9,3,23,27,1,281,94.85,90.39,2023
Will Clapp,C,LAC,12,55.1,6,17,24,1,464,44.9,6,14,21,1,247,94.83,91.5,2023
Cordell Volson,G,CIN,17,46.7,6,27,38,5,730,41.5,3,19,27,5,333,94.79,91.89,2023
Matthew Bergeron,G,ATL,17,57.1,8,19,33,6,632,42.6,6,12,23,5,228,94.78,89.91,2023
Ezra Cleveland,G,JAX,13,57.4,4,21,28,3,526,48.4,3,14,19,2,245,94.68,92.24,2023
Morgan Moses,T,BLT,14,75.9,0,19,24,5,450,71.4,0,10,14,4,199,94.67,92.96,2023
George Fant,T,HST,15,69.4,4,23,30,3,559,62.7,3,17,22,2,251,94.63,91.24,2023
Charles Leno Jr.,T,WAS,13,77.8,5,26,34,3,631,72.9,2,21,25,2,319,94.61,92.16,2023
Jamaree Salyer,G,LAC,17,61.2,8,25,41,8,754,50.3,7,18,32,7,382,94.56,91.62,2023
Landon Dickerson,G,PHI,16,77.6,5,26,34,3,624,70.1,4,17,21,0,312,94.55,93.27,2023
Jake Hanson,G,NYJ,5,59.7,1,8,9,0,165,58.3,1,6,7,0,78,94.55,91.03,2023
Ryan Ramczyk,T,NO,12,73.6,2,19,25,4,458,69.7,1,17,22,4,248,94.54,91.13,2023
Aaron Brewer,C,TEN,17,52.5,7,21,34,6,622,28.5,5,17,27,5,270,94.53,90.0,2023
Bernhard Raimann,T,IND,15,81.3,5,25,34,4,620,70.9,3,20,25,2,278,94.52,91.01,2023
Lester Cotton,G,MIA,11,57.2,3,14,20,3,362,38.4,2,10,15,3,100,94.48,85.0,2023
Jonah Jackson,G,DET,12,62.7,8,14,24,2,432,41.5,7,10,19,2,172,94.44,88.95,2023
Sidy Sow,G,NE,13,46.3,4,18,27,5,486,31.4,4,13,22,5,230,94.44,90.43,2023
Drew Dalman,C,ATL,14,53.0,6,21,29,2,519,54.1,3,10,14,1,196,94.41,92.86,2023
Brian O'Neill,T,MIN,14,73.4,2,25,33,6,590,67.6,2,21,28,5,270,94.41,89.63,2023
Kendall Lamm,T,MIA,11,67.1,1,15,20,4,357,60.7,1,9,12,2,103,94.4,88.35,2023
Jonah Williams,T,CIN,17,57.9,10,23,41,8,730,53.2,4,17,29,8,333,94.38,91.29,2023
Taylor Moton,T,CAR,17,78.1,0,40,41,1,730,73.2,0,36,37,1,420,94.38,91.19,2023
Cam Jurgens,G,PHI,11,55.0,2,20,22,0,383,52.3,1,10,11,0,178,94.26,93.82,2023
Spencer Brown,T,BUF,17,65.0,5,30,40,5,694,55.0,2,19,25,4,310,94.24,91.94,2023
O'Cyrus Torrence,G,BUF,17,49.2,3,34,40,3,695,35.4,1,24,27,2,310,94.24,91.29,2023
Lane Johnson,T,PHI,16,79.5,2,28,33,3,572,76.1,2,19,22,1,271,94.23,91.88,2023
Daniel Brunskill,G,TEN,14,67.7,5,19,26,2,449,48.3,4,15,21,2,194,94.21,89.18,2023
Luke Goedeke,T,TB,17,71.2,5,30,40,5,686,68.3,3,21,27,3,324,94.17,91.67,2023
Jon Feliciano,G,SF,8,66.5,2,13,15,0,257,52.5,2,11,13,0,118,94.16,88.98,2023
Walker Little,T,JAX,11,62.6,3,21,26,2,439,57.6,3,16,20,1,190,94.08,89.47,2023
Ikem Ekwonu,T,CAR,17,62.3,9,24,44,11,730,56.9,6,17,32,9,420,93.97,92.38,2023
Andrew Wylie,T,WAS,15,67.5,6,27,42,9,693,60.3,6,20,34,8,354,93.94,90.4,2023
Ben Bredeson,G,NYG,16,42.4,1,33,39,5,641,28.9,0,26,31,5,326,93.92,90.49,2023
Paris Johnson Jr.,T,ARZ,17,64.2,8,26,42,8,685,58.7,6,15,27,6,304,93.87,91.12,2023
Peter Skoronski,G,TEN,14,63.5,7,20,32,5,521,45.9,6,17,27,4,230,93.86,88.26,2023
Chris Hubbard,T,TEN,9,67.8,4,10,18,4,292,65.8,2,8,11,1,126,93.84,91.27,2023
Dalton Risner,G,MIN,12,67.4,11,19,30,0,485,64.6,6,13,19,0,227,93.81,91.63,2023
John Michael Schmitz Jr.,C,NYG,13,26.9,2,23,30,5,484,20.5,2,17,22,3,264,93.8,91.67,2023
Tyre Phillips,T,NYG,10,64.5,2,17,21,2,334,62.7,1,12,15,2,185,93.71,91.89,2023
Andrus Peat,T,NO,13,54.5,8,20,30,2,476,38.8,8,16,26,2,243,93.7,89.3,2023
Patrick Mekari,T,BLT,15,62.6,3,12,20,5,316,61.9,2,6,12,4,155,93.67,92.26,2023
Taylor Decker,T,DET,15,80.0,7,23,38,8,598,63.8,5,20,33,8,256,93.65,87.11,2023
Graham Glasgow,G,DET,16,56.2,7,30,39,2,614,48.1,4,21,27,2,276,93.65,90.22,2023
Chuma Edoga,T,DAL,12,63.7,5,8,16,3,251,62.4,1,6,7,0,76,93.63,90.79,2023
Rasheed Walker,T,GB,17,74.1,3,24,33,6,515,68.6,2,13,21,6,215,93.59,90.23,2023
Jawaan Taylor,T,KC,17,66.4,9,33,47,5,727,61.8,8,25,36,3,362,93.54,90.06,2023
Cole Strange,G,NE,10,57.7,3,16,22,3,340,40.2,3,11,16,2,158,93.53,89.87,2023
Ed Ingram,G,MIN,15,60.9,15,22,42,5,640,44.8,12,15,31,4,287,93.44,89.2,2023
Aaron Stinnie,G,TB,11,51.4,2,25,29,2,442,40.8,2,15,19,2,231,93.44,91.77,2023
Joshua Ezeudu,T,NYG,6,39.3,0,7,12,5,181,20.2,0,4,9,5,72,93.37,87.5,2023
Jordan Mailata,T,PHI,17,83.2,2,40,45,3,678,74.9,0,31,34,3,330,93.36,89.7,2023
Trey Pipkins III,T,LAC,17,67.3,8,32,49,9,736,61.9,7,25,40,8,372,93.34,89.25,2023
Anthony Bradford,G,SEA,12,38.9,5,22,28,1,419,23.4,4,18,23,1,194,93.32,88.14,2023
Alaric Jackson,T,LA,15,67.2,7,31,39,1,570,59.2,4,26,31,1,291,93.16,89.35,2023
David Quessenberry,T,MIN,6,68.3,4,11,16,1,231,62.8,3,8,12,1,110,93.07,89.09,2023
Marcus McKethan,G,NYG,9,26.8,5,10,17,2,245,2.4,3,8,12,1,96,93.06,87.5,2023
Laken Tomlinson,G,NYJ,17,60.6,10,34,51,7,733,46.4,9,22,37,6,359,93.04,89.69,2023
Cody Mauch,G,TB,17,52.2,6,35,48,7,686,47.1,4,27,37,6,324,93.0,88.58,2023
Broderick Jones,T,PIT,14,52.1,5,20,29,4,405,43.3,5,16,25,4,213,92.84,88.26,2023
Spencer Burford,G,SF,14,28.3,2,26,33,5,460,23.8,1,14,19,4,200,92.83,90.5,2023
Terence Steele,T,DAL,17,45.9,12,34,54,8,735,30.2,10,28,45,7,297,92.65,84.85,2023
Tyler Larsen,C,WAS,7,28.7,4,17,24,3,325,23.7,4,10,17,3,156,92.62,89.1,2023
Tytus Howard,G,HST,7,38.9,3,14,18,1,243,18.7,3,12,15,0,111,92.59,86.49,2023
Connor McGovern,C,NYJ,7,30.5,5,12,18,1,240,21.9,4,10,15,1,130,92.5,88.46,2023
Nate Davis,G,CHI,11,47.9,7,21,29,1,384,26.0,7,17,24,0,180,92.45,86.67,2023
Charles Cross,T,SEA,14,69.7,5,31,42,6,554,61.2,5,24,35,6,268,92.42,86.94,2023
Braxton Jones,T,CHI,11,70.8,2,28,32,2,421,60.7,2,22,26,2,203,92.4,87.19,2023
Carter Warren,T,NYJ,6,45.5,2,13,20,5,258,33.5,1,11,16,4,115,92.25,86.09,2023
Mekhi Becton,T,NYJ,16,60.7,8,30,50,12,644,55.1,6,24,39,9,313,92.24,87.54,2023
Trevor Penning,T,NO,7,60.8,3,12,19,4,245,47.1,2,9,14,3,129,92.24,89.15,2023
Justin Pugh,G,NYG,12,37.8,2,27,37,8,473,29.3,1,19,26,6,243,92.18,89.3,2023
Cade Mays,G,CAR,10,43.0,2,16,21,3,267,46.6,0,11,12,1,148,92.13,91.89,2023
Darnell Wright,T,CHI,17,61.4,3,41,51,7,646,62.9,0,29,32,3,303,92.11,89.44,2023
Dillon Radunz,T,TEN,13,59.7,5,26,36,5,455,49.9,4,20,28,4,204,92.09,86.27,2023
Mark Glowinski,G,NYG,12,53.4,1,17,24,6,303,29.5,1,15,22,6,127,92.08,82.68,2023
Sua Opeta,G,PHI,9,57.9,2,20,25,3,311,50.3,1,13,17,3,148,91.96,88.51,2023
Joe Noteboom,T,LA,9,51.6,5,19,28,4,346,49.5,3,12,19,4,170,91.91,88.82,2023
Saahdiq Charles,G,WAS,11,53.9,3,30,37,4,455,46.1,2,24,30,4,238,91.87,87.39,2023
Colton McKivitz,T,SF,17,56.4,4,34,47,9,573,50.6,2,26,34,6,244,91.8,86.07,2023
Geron Christian,T,CLV,10,53.1,6,23,33,4,400,49.0,4,17,24,3,173,91.75,86.13,2023
Orlando Brown Jr.,T,CIN,17,66.6,7,45,59,7,714,53.5,6,33,45,6,323,91.74,86.07,2023
Donovan Smith,T,KC,12,60.3,7,33,42,2,506,51.9,5,23,30,2,248,91.7,87.9,2023
Chris Paul,G,WAS,7,27.8,5,16,26,5,307,4.4,4,12,21,5,145,91.53,85.52,2023
Xavier Newman,G,NYJ,6,31.9,3,9,16,4,188,10.7,2,8,14,4,76,91.49,81.58,2023
Alijah Vera-Tucker,T,NYJ,5,56.8,1,11,14,2,164,55.4,0,9,11,2,90,91.46,87.78,2023
Mike McGlinchey,T,DEN,16,63.5,8,35,49,6,569,61.0,4,25,33,4,246,91.39,86.59,2023
Elijah Wilkinson,G,ARZ,10,40.7,4,18,25,3,285,16.0,3,16,22,3,112,91.23,80.36,2023
Max Mitchell,T,NYJ,8,47.5,4,20,30,6,336,37.3,3,16,24,5,166,91.07,85.54,2023
James Hudson III,T,CLV,13,51.1,7,18,29,4,321,51.6,4,10,16,2,138,90.97,88.41,2023
Ronnie Stanley,T,BLT,13,72.4,5,30,39,4,431,59.0,3,25,32,4,204,90.95,84.31,2023
Jedrick Wills Jr.,T,CLV,8,60.1,5,21,29,3,319,54.4,3,14,18,1,153,90.91,88.24,2023
Austin Corbett,G,CAR,4,44.5,1,12,16,3,176,42.4,1,9,12,2,103,90.91,88.35,2023
Thayer Munford Jr.,T,LV,14,59.2,5,19,28,4,303,50.2,3,14,21,4,131,90.76,83.97,2023
Abraham Lucas,T,SEA,6,44.4,0,15,17,2,182,39.1,0,10,12,2,88,90.66,86.36,2023
Evan Neal,T,NYG,7,38.5,5,22,29,2,309,25.1,3,18,21,0,139,90.61,84.89,2023
Kayode Awosika,G,DET,4,51.0,3,12,16,1,159,34.5,2,7,10,1,76,89.94,86.84,2023
Wanya Morris,T,KC,8,63.4,7,15,24,2,235,59.7,4,11,17,2,116,89.79,85.34,2023
Stone Forsythe,T,SEA,12,40.8,7,20,32,5,312,27.2,6,17,27,4,148,89.74,81.76,2023
Dan Moore Jr.,T,PIT,16,39.7,8,39,55,8,535,31.0,6,31,44,7,281,89.72,84.34,2023
Nash Jensen,G,CAR,7,33.7,2,15,18,1,171,33.3,1,12,13,0,100,89.47,87.0,2023
Blake Freeland,T,IND,12,42.6,4,37,45,4,426,32.1,1,27,31,3,187,89.44,83.42,2023
Atonio Mafi,G,NE,12,27.7,3,24,32,5,296,14.3,1,18,24,5,146,89.19,83.56,2023
Larry Borom,T,CHI,8,45.2,6,16,25,3,225,43.9,2,10,14,2,100,88.89,86.0,2023
Charlie Heck,T,HST,4,38.9,1,16,18,1,156,51.5,1,11,12,0,69,88.46,82.61,2023
Andre Dillard,T,TEN,12,47.4,9,20,41,12,331,37.6,4,14,27,9,138,87.61,80.43,2023
Vederian Lowe,T,NE,11,36.0,3,29,38,6,290,27.2,2,24,31,5,143,86.9,78.32,2023
Chandler Zavala,G,CAR,7,7.1,7,20,33,6,249,1.4,6,17,28,5,143,86.75,80.42,2023
Jake Curhan,T,SEA,6,39.2,6,18,27,3,187,29.7,5,12,20,3,82,85.56,75.61,2023
Jaelyn Duncan,T,TEN,8,29.2,10,17,36,9,207,20.0,8,11,27,8,88,82.61,69.32,2023
Creed Humphrey,C,KC,17,90.6,2,5,7,0,708,86.3,2,2,4,0,314,99.01,98.73,2024
Luke Wattenberg,C,DEN,13,82.0,2,4,8,2,515,71.3,2,2,6,2,215,98.45,97.21,2024
Austin Corbett,C,CAR,5,64.7,1,1,3,1,187,66.4,1,1,2,0,76,98.4,97.37,2024
Quinn Meinerz,G,DEN,17,80.3,4,7,12,1,682,68.9,3,4,8,1,300,98.24,97.33,2024
Tristan Wirfs,T,TB,16,93.7,1,11,12,0,638,88.7,0,9,9,0,299,98.12,96.99,2024
Aaron Brewer,C,MIA,17,70.2,1,11,14,2,714,48.8,1,7,9,1,191,98.04,95.29,2024
Brock Hoffman,G,DAL,11,62.1,3,2,6,1,286,42.7,3,2,6,1,119,97.9,94.96,2024
Zach Frazier,C,PIT,15,66.6,2,9,12,1,548,57.5,1,6,8,1,219,97.81,96.35,2024
Mitch Morse,C,JAX,17,61.9,2,9,14,3,634,56.0,1,8,11,2,322,97.79,96.58,2024
Lane Johnson,T,PHI,15,88.1,1,9,10,0,451,85.5,0,7,7,0,230,97.78,96.96,2024
Jordan Meredith,G,LV,9,75.7,1,8,9,0,399,69.4,1,4,5,0,177,97.74,97.18,2024
Tyler Biadasz,C,WAS,15,64.8,0,13,14,1,561,51.3,0,10,10,0,228,97.5,95.61,2024
Connor Williams,C,SEA,9,62.3,3,6,11,2,427,64.1,3,4,9,2,217,97.42,95.85,2024
Alijah Vera-Tucker,G,NYJ,15,74.5,4,8,16,4,619,71.6,2,5,8,1,211,97.42,96.21,2024
Cody Mauch,G,TB,17,76.5,1,15,18,2,696,72.9,1,8,10,1,322,97.41,96.89,2024
Cooper Beebe,C,DAL,16,60.3,5,10,18,3,692,62.3,3,7,13,3,328,97.4,96.04,2024
Taylor Moton,T,CAR,14,80.6,2,11,14,1,538,72.8,1,8,10,1,234,97.4,95.73,2024
Brandon Scherff,G,JAX,17,74.5,1,16,17,0,625,61.5,1,14,15,0,318,97.28,95.28,2024
Cesar Ruiz,G,NO,13,67.5,2,10,13,1,477,62.8,1,8,10,1,219,97.27,95.43,2024
Tyler Linderbaum,C,BLT,17,65.7,3,13,16,0,578,52.0,2,12,14,0,270,97.23,94.81,2024
Daniel Brunskill,C,TEN,15,55.6,4,7,11,0,395,49.3,3,4,7,0,218,97.22,96.79,2024
Elgton Jenkins,G,GB,17,83.1,2,13,16,1,562,77.6,1,9,11,1,253,97.15,95.65,2024
Brian O'Neill,T,MIN,17,82.1,0,17,19,2,664,81.1,0,12,13,1,343,97.14,96.21,2024
Laremy Tunsil,T,HST,17,88.6,3,14,19,2,659,80.4,2,12,15,1,316,97.12,95.25,2024
Ryan Neuzil,C,ATL,10,63.6,2,7,10,1,346,55.5,1,5,6,0,194,97.11,96.91,2024
John Simpson,G,NYJ,17,72.3,6,11,20,3,682,54.6,2,10,15,3,236,97.07,93.64,2024
Ted Karras,C,CIN,17,78.0,6,15,23,2,775,73.9,5,6,12,1,338,97.03,96.45,2024
Garett Bolles,T,DEN,17,88.4,2,16,20,2,671,84.6,1,10,13,2,293,97.02,95.56,2024
T.J. Bass,G,DAL,9,45.0,1,4,6,1,200,33.1,1,3,5,1,100,97.0,95.0,2024
Lucas Patrick,G,NO,10,60.3,0,10,10,0,330,46.0,0,8,8,0,149,96.97,94.63,2024
Ben Powers,G,DEN,17,66.6,3,15,21,3,686,59.9,2,9,14,3,301,96.94,95.35,2024
Cade Mays,C,CAR,9,74.9,2,8,10,0,327,63.4,1,7,8,0,154,96.94,94.81,2024
Olusegun Oluwatimi,C,SEA,8,54.8,3,5,8,0,260,60.3,2,2,4,0,130,96.92,96.92,2024
Evan Brown,G,ARZ,17,73.5,0,18,20,2,644,54.2,0,15,16,1,235,96.89,93.19,2024
Kevin Zeitler,G,DET,16,70.7,4,9,18,5,577,65.5,3,4,11,4,215,96.88,94.88,2024
Luke Goedeke,T,TB,13,75.8,0,14,17,3,542,68.8,0,8,11,3,263,96.86,95.82,2024
Spencer Brown,T,BUF,15,76.2,3,13,17,1,537,72.3,2,8,11,1,252,96.83,95.63,2024
Jonah Williams,T,ARZ,6,73.3,0,7,7,0,221,63.4,0,7,7,0,99,96.83,92.93,2024
Terron Armstead,T,MIA,15,84.8,2,11,16,3,501,67.7,1,7,11,3,136,96.81,91.91,2024
Joe Tippmann,C,NYJ,17,63.1,3,15,23,5,712,35.8,2,13,19,4,243,96.77,92.18,2024
Tyler Smith,G,DAL,16,76.0,4,16,22,2,682,65.4,2,11,15,2,327,96.77,95.41,2024
Ezra Cleveland,G,JAX,15,67.8,3,11,18,4,558,49.8,3,11,18,4,275,96.77,93.45,2024
Sam Cosmi,G,WAS,17,74.3,5,17,23,1,700,55.3,4,13,18,1,279,96.71,93.55,2024
Quenton Nelson,G,IND,17,79.7,8,9,20,3,608,75.9,5,6,14,3,275,96.71,94.91,2024
Connor McGovern,C,NYJ,6,69.7,1,7,8,0,243,67.2,1,5,6,0,111,96.71,94.59,2024
Tanor Bortolini,C,IND,7,64.6,2,5,7,0,211,56.9,1,2,3,0,87,96.68,96.55,2024
Joe Alt,T,LAC,16,79.4,1,13,20,6,602,72.7,1,8,14,5,268,96.68,94.78,2024
Hjalte Froholdt,C,ARZ,17,66.1,5,14,22,3,658,56.6,1,7,11,3,244,96.66,95.49,2024
Jarrett Patterson,C,HST,10,69.9,3,6,12,3,356,63.8,2,5,9,2,167,96.63,94.61,2024
Mike McGlinchey,T,DEN,13,74.5,1,14,18,3,534,72.9,0,11,14,3,224,96.63,93.75,2024
Drew Dalman,C,ATL,9,66.6,1,7,10,2,295,53.2,1,6,9,2,164,96.61,94.51,2024
Ryan Kelly,C,IND,10,71.9,1,9,11,1,324,62.6,1,7,9,1,151,96.6,94.04,2024
Frank Ragnow,C,DET,16,63.6,7,11,20,2,583,44.0,5,9,15,1,217,96.57,93.09,2024
Morgan Moses,T,NYJ,14,69.2,2,12,16,2,467,61.5,1,9,10,0,165,96.57,93.94,2024
